PvOutput,airTemp,humidity,insolation,windSpeed
0.7048,0.78296,0.41129,0.6456,0.09814
0.70436,0.79365,0.39447,0.65209,0.085744
0.70697,0.80517,0.37844,0.65698,0.084711
0.70848,0.80798,0.36905,0.66115,0.1157
0.70964,0.81586,0.36084,0.66259,0.1343
0.70368,0.82541,0.34911,0.66019,0.1126
0.7059,0.84285,0.33372,0.65894,0.13223
0.70945,0.84228,0.3654,0.65641,0.18285
0.70704,0.83216,0.3976,0.6514,0.17459
0.70854,0.82513,0.41311,0.64499,0.17355
0.70271,0.81614,0.41676,0.63733,0.20661
0.69185,0.82541,0.41116,0.62712,0.16839
0.68337,0.8316,0.40282,0.61782,0.17045
0.66704,0.82766,0.40764,0.60384,0.20661
0.65185,0.82879,0.40529,0.58854,0.16116
0.63525,0.82963,0.40477,0.572,0.20661
0.62149,0.82907,0.39721,0.55564,0.19835
0.60336,0.8271,0.40516,0.53978,0.19938
0.58817,0.8316,0.40738,0.52117,0.23037
0.56627,0.82766,0.41611,0.50019,0.19628
0.54388,0.82794,0.41676,0.47934,0.19731
0.51692,0.82429,0.41259,0.45694,0.16322
0.49099,0.8316,0.40959,0.436,0.13533
0.46197,0.8361,0.41559,0.40836,0.16736
0.43245,0.8316,0.43384,0.38413,0.22107
0.39915,0.83497,0.4401,0.35768,0.15909
0.36079,0.83385,0.45001,0.32862,0.17872
0.32532,0.83469,0.44909,0.30295,0.15909
0.29225,0.83413,0.45287,0.28004,0.17872
0.25928,0.83357,0.46135,0.25438,0.15909
0.22164,0.83132,0.46526,0.22824,0.17975
0.18817,0.83329,0.46747,0.20247,0.20971
0.15359,0.82457,0.47751,0.1754,0.17459
0.12737,0.81782,0.49133,0.15229,0.1343
0.099055,0.81529,0.49733,0.12688,0.17872
0.072486,0.81023,0.49993,0.10344,0.1281
0.051039,0.80011,0.51597,0.07958,0.092975
0.23328,0.73376,0.30583,0.18461,0.17562
0.27022,0.73742,0.3435,0.20929,0.1281
0.30487,0.73995,0.4152,0.23794,0.13533
0.33566,0.74332,0.35549,0.26386,0.15186
0.39025,0.76047,0.27767,0.29347,0.14153
0.41523,0.77256,0.26646,0.33705,0.14566
0.28309,0.77256,0.26046,0.18877,0.14256
0.21357,0.76834,0.26359,0.17922,0.094008
0.47922,0.76666,0.26841,0.34349,0.10021
0.51708,0.7824,0.25068,0.41485,0.10124
0.53445,0.78999,0.24156,0.43498,0.16219
0.46978,0.80039,0.22944,0.41253,0.17252
0.49227,0.81023,0.22057,0.42749,0.1343
0.42905,0.81333,0.19893,0.35514,0.23037
0.48506,0.82232,0.19333,0.42284,0.16426
0.67619,0.83497,0.18655,0.57956,0.20558
0.67303,0.83919,0.18355,0.58413,0.27273
0.66723,0.84791,0.17664,0.58913,0.27789
0.67227,0.85493,0.16999,0.59566,0.24483
0.70026,0.85634,0.16999,0.62088,0.28099
0.70768,0.86534,0.16425,0.64009,0.1374
0.70655,0.8673,0.15878,0.64434,0.13636
0.71074,0.88249,0.15109,0.65438,0.092975
0.70489,0.89654,0.14183,0.65989,0.14979
0.70506,0.90216,0.13805,0.66163,0.077479
0.70158,0.90723,0.13323,0.6648,0.091942
0.7055,0.91735,0.13349,0.6673,0.18285
0.70699,0.92747,0.1258,0.66857,0.19525
0.70584,0.93393,0.12137,0.66807,0.14773
0.70724,0.93534,0.12293,0.66636,0.25
0.71024,0.93984,0.11563,0.66339,0.30992
0.7054,0.93787,0.11589,0.65734,0.43905
0.70136,0.94209,0.11341,0.65198,0.25413
0.69101,0.94434,0.10976,0.64433,0.32231
0.68699,0.94349,0.11107,0.64041,0.32851
0.64632,0.94658,0.11354,0.5846,0.35744
0.67139,0.9449,0.1168,0.61927,0.22004
0.64643,0.9553,0.11068,0.59991,0.26653
0.62858,0.96177,0.10716,0.58299,0.35744
0.62505,0.96598,0.10637,0.57195,0.3936
0.60191,0.96289,0.10559,0.5532,0.29649
0.57597,0.96936,0.1022,0.52853,0.27583
0.56041,0.97638,0.10038,0.51157,0.32851
0.53659,0.98426,0.099857,0.48911,0.24793
0.5167,0.98454,0.091513,0.46864,0.30888
0.49732,0.98679,0.089688,0.4539,0.20145
0.46732,0.99803,0.083561,0.42429,0.29339
0.45788,0.99072,0.088254,0.41546,0.2655
0.42125,1,0.07952,0.39473,0.16426
0.3688,0.98904,0.10677,0.3468,0.096074
0.3195,0.91116,0.16243,0.30433,0.19835
0.26548,0.88277,0.18824,0.26296,0.25723
0.20707,0.87293,0.19632,0.21294,0.20145
0.18562,0.86309,0.19632,0.17575,0.21901
0.20257,0.86056,0.18863,0.21766,0.16322
0.14221,0.8555,0.18629,0.16735,0.19628
0.12571,0.8524,0.18172,0.15898,0.17872
0.06911,0.84538,0.1799,0.079035,0.30372
0.074688,0.83919,0.17938,0.11062,0.22314
0.057763,0.83666,0.18342,0.092996,0.32128
0.24843,0.57464,0.72103,0.18638,0.1126
0.28387,0.58757,0.69574,0.21262,0.13533
0.31955,0.60304,0.66562,0.24044,0.083678
0.3511,0.62272,0.62469,0.2664,0.10537
0.37943,0.6393,0.56642,0.29037,0.15186
0.40989,0.65224,0.51623,0.31467,0.15702
0.44266,0.66742,0.46343,0.34193,0.18492
0.47011,0.68204,0.43997,0.36613,0.16012
0.49483,0.70087,0.40138,0.39007,0.1374
0.52028,0.71746,0.37023,0.41393,0.11467
0.539,0.72786,0.34259,0.43682,0.14669
0.56087,0.75007,0.2984,0.46278,0.055785
0.59111,0.76132,0.24117,0.49239,0.19421
0.6223,0.76525,0.2005,0.52012,0.24793
0.66265,0.77397,0.17547,0.56093,0.19835
0.70536,0.78943,0.16699,0.62397,0.24174
0.66409,0.79927,0.1507,0.59636,0.19008
0.66919,0.80658,0.14288,0.58894,0.18492
0.68698,0.81248,0.13401,0.60623,0.17872
0.69192,0.81136,0.13062,0.65275,0.20558
0.513,0.81108,0.13362,0.36383,0.25207
0.69182,0.81445,0.13714,0.64016,0.26033
0.61442,0.8167,0.13166,0.56557,0.39979
0.51573,0.82373,0.12567,0.49782,0.36364
0.59937,0.82654,0.12163,0.54533,0.34504
0.83991,0.82991,0.12058,0.74187,0.29855
0.49538,0.83019,0.1155,0.45372,0.22727
0.77269,0.83694,0.11511,0.69822,0.24897
0.73665,0.85465,0.10585,0.68302,0.20661
0.73181,0.85831,0.099335,0.68077,0.19835
0.73828,0.86646,0.090731,0.69173,0.15186
0.74594,0.88192,0.087472,0.71355,0.1405
0.76258,0.88333,0.084735,0.74447,0.16942
0.73322,0.88951,0.085256,0.68791,0.29545
0.71622,0.89401,0.084865,0.65136,0.21591
0.68423,0.90413,0.078738,0.65387,0.14979
0.66434,0.8971,0.085126,0.62098,0.25
0.65238,0.89907,0.084865,0.60497,0.13843
0.63095,0.90245,0.081736,0.58711,0.29855
0.61749,0.89851,0.080694,0.57162,0.1405
0.6109,0.89767,0.081476,0.55679,0.28099
0.58891,0.90076,0.075349,0.53513,0.1219
0.569,0.90891,0.073263,0.5171,0.16426
0.54707,0.92016,0.070656,0.49943,0.25207
0.52013,0.91313,0.071438,0.47286,0.21798
0.50193,0.90723,0.070265,0.45234,0.27583
0.4774,0.91341,0.065311,0.43155,0.1281
0.4432,0.91285,0.064398,0.39921,0.097107
0.41946,0.91032,0.065572,0.38197,0.22107
0.44776,0.87433,0.12476,0.40292,0.21488
0.32613,0.81164,0.17586,0.35662,0.30372
0.09424,0.78409,0.19541,0.095158,0.27789
0.077155,0.772,0.21601,0.069379,0.25826
0.051817,0.7661,0.22174,0.043972,0.19215
0.051935,0.75738,0.23243,0.039474,0.28409
0.052728,0.74979,0.2473,0.04187,0.26653
0.059157,0.7436,0.27232,0.046707,0.21694
0.050849,0.7332,0.27232,0.041424,0.23347
0.054548,0.7228,0.2688,0.047958,0.23657
0.056897,0.71184,0.27545,0.063643,0.22211
0.0634,0.53978,0.54934,0.056962,0.1281
0.067084,0.544,0.52249,0.057175,0.1095
0.062505,0.54821,0.5088,0.05635,0.10847
0.099643,0.55215,0.49785,0.078309,0.092975
0.15124,0.56002,0.48807,0.11945,0.071281
0.10421,0.56874,0.46265,0.095657,0.083678
0.11428,0.57295,0.43984,0.091225,0.10021
0.13894,0.58111,0.3847,0.11098,0.10537
0.19747,0.59235,0.33281,0.15682,0.13946
0.21129,0.60276,0.3087,0.17115,0.1219
0.21081,0.61316,0.29044,0.17209,0.088843
0.17025,0.6199,0.25616,0.14342,0.042355
0.19813,0.62637,0.24573,0.16659,0.034091
0.21608,0.6334,0.23765,0.18034,0.063017
0.31484,0.6379,0.22461,0.20852,0.084711
0.43015,0.65477,0.21418,0.34942,0.068182
0.6544,0.66404,0.2005,0.52887,0.17665
0.43401,0.6736,0.19241,0.40438,0.17562
0.41247,0.66938,0.21092,0.35092,0.2562
0.47743,0.67894,0.24547,0.38945,0.15186
0.22418,0.67107,0.27715,0.20529,0.16322
0.27067,0.65814,0.28406,0.18983,0.14773
0.41296,0.66854,0.28732,0.34759,0.16942
0.18989,0.66601,0.28262,0.20146,0.19835
0.14384,0.65701,0.26985,0.12149,0.17562
0.29893,0.65673,0.23413,0.20141,0.22624
0.51356,0.66236,0.21392,0.37848,0.25723
0.58666,0.67613,0.1829,0.5016,0.23244
0.49104,0.67641,0.17859,0.43405,0.20041
0.29501,0.66517,0.1829,0.26076,0.31095
0.29508,0.65814,0.20975,0.23364,0.21384
0.29403,0.65055,0.231,0.24438,0.23554
0.31826,0.65083,0.23739,0.25687,0.24277
0.27353,0.65842,0.23074,0.2348,0.1436
0.32942,0.65617,0.24664,0.25277,0.22417
0.35107,0.64999,0.33359,0.30612,0.16839
0.34731,0.6438,0.36188,0.28032,0.19421
0.34423,0.64099,0.36188,0.27423,0.30062
0.28858,0.62609,0.40855,0.24201,0.3812
0.24996,0.62272,0.43554,0.19904,0.2438
0.24528,0.61428,0.45848,0.20149,0.25207
0.21561,0.61625,0.48064,0.17542,0.21591
0.23923,0.6095,0.49642,0.1927,0.24897
0.20802,0.60416,0.51766,0.16812,0.2438
0.19888,0.59573,0.54726,0.16049,0.34091
0.17374,0.58645,0.57059,0.14291,0.2624
0.17424,0.58279,0.58102,0.14151,0.21384
0.12696,0.58111,0.58936,0.1129,0.21281
0.073763,0.57408,0.60292,0.066717,0.21798
0.048147,0.56593,0.61856,0.04541,0.18698
0.037417,0.5603,0.62665,0.034184,0.19731
0.047017,0.55721,0.63043,0.041537,0.22107
0.047516,0.55046,0.63799,0.041477,0.21901
0.041968,0.54175,0.64033,0.03811,0.17149
0.019553,0.53613,0.64255,0.022625,0.24897
0.008837,0.53191,0.65793,0.011978,0.12707
0.0018191,0.52769,0.67983,0.0056629,0.088843
0.005035,0.51954,0.71021,0.006874,0.18802
0.006165,0.50633,0.72559,0.0087173,0.18595
0.0028181,0.49902,0.73445,0.0060489,0.16529
0.053653,0.49873,0.93612,0.047027,0.028926
0.022767,0.50042,0.93286,0.023676,0.028926
0.06111,0.5038,0.93352,0.044578,0.040289
0.05515,0.50576,0.92765,0.044924,0.068182
0.040118,0.50773,0.92413,0.035175,0.059917
0.036815,0.51954,0.92022,0.031835,0.11157
0.043891,0.53303,0.85113,0.034124,0.094008
0.059421,0.54512,0.79781,0.046461,0.12397
0.064515,0.55103,0.75857,0.050287,0.15083
0.073778,0.5485,0.77043,0.057567,0.11777
0.090601,0.54344,0.79807,0.062059,0.12087
0.15084,0.53781,0.8291,0.10809,0.16322
0.16946,0.53697,0.85243,0.13031,0.15909
0.17091,0.53697,0.86286,0.124,0.18802
0.16969,0.54119,0.84278,0.12893,0.19112
0.16859,0.5499,0.78217,0.12749,0.21074
0.18531,0.55805,0.74801,0.13914,0.15289
0.1752,0.56452,0.72598,0.14101,0.18595
0.19565,0.56761,0.7119,0.15116,0.19628
0.26269,0.57295,0.71281,0.20119,0.20661
0.33513,0.58026,0.7003,0.26175,0.20351
0.2733,0.58532,0.69196,0.23501,0.22107
0.29288,0.5842,0.68805,0.2231,0.21384
0.33023,0.59348,0.63603,0.26448,0.20248
0.2977,0.59854,0.56407,0.2511,0.23967
0.25931,0.59348,0.59627,0.20995,0.22107
0.19255,0.58814,0.64059,0.15971,0.26343
0.14553,0.58167,0.67983,0.11629,0.20558
0.1412,0.58026,0.68466,0.10925,0.2376
0.17758,0.57773,0.67957,0.13564,0.22417
0.19876,0.57239,0.69117,0.15339,0.24483
0.15353,0.5693,0.71399,0.12078,0.2407
0.1439,0.5693,0.70734,0.11651,0.29752
0.12219,0.56818,0.69052,0.096389,0.2376
0.12907,0.56958,0.687,0.10216,0.21281
0.1536,0.56593,0.69756,0.12046,0.28202
0.15263,0.56621,0.70486,0.11883,0.20558
0.13376,0.56986,0.70734,0.09937,0.2655
0.10902,0.57295,0.71229,0.09227,0.16942
0.058527,0.57352,0.71946,0.050128,0.15702
0.078226,0.57071,0.72911,0.053907,0.26446
0.076611,0.56818,0.73458,0.068767,0.22211
0.12605,0.56452,0.73185,0.086401,0.23967
0.13203,0.56002,0.74149,0.11069,0.21798
0.1224,0.55665,0.75453,0.098485,0.18079
0.082365,0.55665,0.76522,0.069006,0.19008
0.10948,0.55665,0.76561,0.073811,0.18698
0.15441,0.55918,0.77083,0.11839,0.17149
0.078534,0.55834,0.78621,0.075375,0.19112
0.051039,0.55328,0.80042,0.046654,0.20971
0.019876,0.53584,0.8171,0.020143,0.2407
0.013196,0.52038,0.85165,0.012603,0.16012
0.019245,0.51504,0.86586,0.018905,0.17562
0.013049,0.51448,0.88346,0.013096,0.1126
0.01393,0.5156,0.90471,0.013202,0.085744
0.015105,0.51898,0.9124,0.015684,0.078512
0.010378,0.51954,0.92022,0.011046,0.13326
0.01418,0.5201,0.92791,0.014586,0.1095
0.0041824,0.52151,0.92987,0.0089302,0.12087
0.002494,0.52404,0.92674,0.0060422,0.15393
0.019377,0.47793,0.96337,0.017468,0.13326
0.031693,0.47934,0.96206,0.026285,0.10331
0.04508,0.4813,0.96246,0.039141,0.13946
0.039238,0.4799,0.95802,0.032061,0.125
0.058349,0.48074,0.9575,0.044651,0.1219
0.077448,0.48215,0.95685,0.06162,0.095041
0.089617,0.48496,0.9549,0.07075,0.14256
0.10697,0.48777,0.95072,0.080133,0.1405
0.16894,0.49367,0.94655,0.12406,0.12603
0.14396,0.49789,0.93612,0.11663,0.16529
0.11542,0.50042,0.92595,0.089888,0.1405
0.15501,0.50098,0.91996,0.12195,0.088843
0.17614,0.50548,0.91527,0.12898,0.091942
0.18585,0.51026,0.90588,0.14529,0.12707
0.23474,0.51532,0.89519,0.18755,0.1436
0.20984,0.52094,0.87889,0.1739,0.13946
0.24098,0.52151,0.86338,0.18976,0.16839
0.26964,0.5246,0.85869,0.21738,0.1436
0.38256,0.5336,0.84487,0.2745,0.12397
0.44616,0.54091,0.82466,0.33883,0.17459
0.51034,0.55018,0.80837,0.39273,0.1188
0.51298,0.55805,0.7896,0.44404,0.17355
0.44932,0.56311,0.78934,0.41691,0.19525
0.50443,0.57717,0.76027,0.51395,0.16529
0.5086,0.57408,0.76496,0.51373,0.20041
0.41429,0.5797,0.76222,0.40505,0.14979
0.59627,0.58757,0.74071,0.61262,0.17769
0.55225,0.58926,0.74162,0.58234,0.22727
0.75368,0.60416,0.71034,0.53014,0.12707
0.47251,0.61316,0.68661,0.36899,0.16839
0.5403,0.61456,0.68557,0.5504,0.20971
0.33993,0.61878,0.6741,0.33301,0.30682
0.34322,0.61906,0.67592,0.2654,0.30165
0.82627,0.62693,0.66445,0.62957,0.22624
0.73824,0.6379,0.63369,0.65331,0.19215
0.72956,0.64661,0.61935,0.62341,0.16529
0.7006,0.66376,0.59484,0.59735,0.1405
0.60389,0.6677,0.57932,0.58653,0.089876
0.61446,0.67248,0.57007,0.49943,0.15909
0.67247,0.67922,0.55795,0.57263,0.15393
0.64755,0.69075,0.53174,0.56414,0.19215
0.61079,0.69497,0.52744,0.54524,0.27893
0.57048,0.70171,0.50619,0.50059,0.12087
0.37214,0.70593,0.47986,0.35541,0.1312
0.2737,0.70706,0.48103,0.23113,0.077479
0.38135,0.71099,0.47438,0.30879,0.077479
0.37789,0.7124,0.47126,0.31875,0.061983
0.20613,0.70593,0.47673,0.17512,0.06095
0.24489,0.702,0.47843,0.16686,0.068182
0.26502,0.70115,0.47816,0.22193,0.073347
0.28014,0.70481,0.47178,0.21973,0.094008
0.23161,0.68878,0.55456,0.19797,0.15083
0.11234,0.67191,0.59836,0.10587,0.1374
0.072839,0.66207,0.61882,0.058838,0.20455
0.050981,0.63987,0.65937,0.046195,0.19008
0.030254,0.62637,0.70643,0.029186,0.28409
0.038606,0.60191,0.79468,0.033365,0.26136
0.016573,0.58448,0.85256,0.017854,0.17149
0.019861,0.58532,0.87707,0.024069,0.14669
0.061257,0.58785,0.88763,0.062219,0.10331
0.067231,0.52966,0.9854,0.044145,0.059917
0.12952,0.53444,0.98579,0.095105,0.054752
0.19681,0.54147,0.98084,0.14802,0.053719
0.090557,0.54878,0.96832,0.090946,0.070248
0.094212,0.55131,0.95411,0.0726,0.028926
0.14051,0.55609,0.93586,0.10253,0.045455
0.16723,0.56311,0.91448,0.12981,0.046488
0.20875,0.57324,0.8875,0.16094,0.043388
0.25576,0.5797,0.85973,0.17107,0.051653
0.54736,0.59882,0.82818,0.46515,0.079545
0.61335,0.61878,0.76014,0.45418,0.083678
0.63115,0.63621,0.7325,0.48596,0.10227
0.40544,0.63987,0.72129,0.43904,0.10331
0.5658,0.64268,0.71868,0.47125,0.082645
0.54452,0.64689,0.7046,0.41696,0.16736
0.73008,0.65983,0.68374,0.6014,0.10847
0.62364,0.66854,0.6698,0.538,0.099174
0.64714,0.67107,0.65871,0.52997,0.17252
0.503,0.68569,0.63707,0.49971,0.11054
0.5185,0.68428,0.63355,0.42302,0.05062
0.45202,0.69581,0.60944,0.39971,0.072314
0.30019,0.69244,0.61022,0.24993,0.080579
0.36111,0.69244,0.60774,0.29306,0.058884
0.39928,0.69497,0.59653,0.31237,0.082645
0.28934,0.69862,0.57815,0.23342,0.045455
0.52471,0.70312,0.57346,0.37049,0.058884
0.78771,0.71549,0.55834,0.64398,0.085744
0.7452,0.73208,0.53513,0.71277,0.15806
0.81683,0.72561,0.52887,0.73405,0.15393
0.88455,0.73854,0.5161,0.82538,0.14153
0.7496,0.73995,0.51675,0.8067,0.12397
0.26617,0.73095,0.51753,0.30212,0.097107
0.40533,0.72505,0.52509,0.28386,0.15186
0.59764,0.7318,0.53318,0.52176,0.11674
0.47027,0.73714,0.52314,0.46061,0.10744
0.45472,0.7287,0.5264,0.32197,0.073347
0.24942,0.73489,0.51388,0.21118,0.086777
0.33234,0.73742,0.49824,0.3182,0.053719
0.73806,0.75822,0.48586,0.63401,0.1064
0.64591,0.75766,0.47034,0.52355,0.10331
0.57289,0.77312,0.43775,0.49555,0.092975
0.61688,0.78493,0.42798,0.61094,0.048554
0.52994,0.77228,0.44544,0.41595,0.1219
0.36372,0.75513,0.47347,0.27738,0.11157
0.59908,0.76328,0.46774,0.53713,0.1281
0.42844,0.7571,0.47829,0.3284,0.1343
0.41606,0.74332,0.50776,0.31799,0.16529
0.30799,0.73039,0.53018,0.28993,0.22727
0.44883,0.72083,0.54491,0.32097,0.23244
0.21264,0.71971,0.55364,0.18194,0.22417
0.46378,0.71802,0.56681,0.32929,0.21384
0.3868,0.71155,0.57137,0.38053,0.27169
0.13763,0.70649,0.56994,0.19027,0.22211
0.27405,0.6975,0.5994,0.25581,0.22624
0.092201,0.69525,0.60188,0.089961,0.23244
0.086578,0.68091,0.63043,0.072932,0.22004
0.091056,0.67023,0.64907,0.071528,0.25207
0.066248,0.66489,0.65689,0.071881,0.23864
0.05832,0.65561,0.66693,0.053408,0.2314
0.04207,0.65027,0.67631,0.043247,0.21798
0.27722,0.55412,0.88919,0.21944,0.14463
0.30746,0.56171,0.86429,0.2195,0.13017
0.35226,0.56958,0.84265,0.26479,0.16219
0.3858,0.58195,0.80993,0.29635,0.14153
0.41783,0.59123,0.78777,0.31887,0.18388
0.44785,0.60079,0.77017,0.3468,0.10331
0.48091,0.61035,0.75609,0.372,0.13636
0.52546,0.62103,0.73745,0.39956,0.10847
0.55425,0.62159,0.71959,0.4265,0.15186
0.58305,0.62862,0.70017,0.45289,0.14153
0.60615,0.63902,0.68309,0.45402,0.1374
0.62051,0.64717,0.65115,0.50003,0.16116
0.64812,0.65027,0.62808,0.52511,0.17149
0.6661,0.66179,0.61335,0.54574,0.13223
0.6821,0.67163,0.59223,0.56311,0.17149
0.70283,0.67641,0.58337,0.59148,0.096074
0.71559,0.69131,0.55065,0.60833,0.079545
0.71921,0.6975,0.52809,0.62831,0.08781
0.72834,0.70115,0.51675,0.63712,0.11054
0.74031,0.71521,0.4925,0.65131,0.125
0.74691,0.71493,0.49133,0.66213,0.073347
0.75007,0.73405,0.46826,0.67337,0.096074
0.75411,0.74023,0.45287,0.68327,0.13636
0.75917,0.73995,0.44466,0.68825,0.082645
0.76203,0.74642,0.42393,0.6943,0.095041
0.75845,0.75007,0.42771,0.69611,0.090909
0.75889,0.77087,0.41311,0.69903,0.06405
0.75697,0.7765,0.40151,0.6995,0.10537
0.75044,0.76778,0.41012,0.69966,0.092975
0.74599,0.77734,0.392,0.69822,0.072314
0.74197,0.78071,0.38496,0.69451,0.10847
0.74352,0.78887,0.38652,0.69,0.090909
0.73551,0.79533,0.37792,0.68369,0.082645
0.72413,0.79393,0.38092,0.67431,0.11364
0.70996,0.79618,0.38144,0.66317,0.11983
0.69711,0.79955,0.37922,0.65133,0.088843
0.68831,0.82092,0.35758,0.63946,0.092975
0.67636,0.82598,0.34806,0.62468,0.1095
0.65934,0.82541,0.3435,0.60922,0.091942
0.64634,0.82879,0.3379,0.59532,0.10434
0.63269,0.82963,0.33385,0.57872,0.10434
0.62007,0.79449,0.40099,0.55459,0.19008
0.60627,0.78015,0.4238,0.53313,0.20041
0.55811,0.77144,0.43684,0.50835,0.20868
0.55503,0.77031,0.44101,0.48368,0.19008
0.53515,0.77031,0.44297,0.45946,0.17975
0.50924,0.76469,0.45496,0.43537,0.19628
0.47943,0.75597,0.47738,0.40991,0.19112
0.45162,0.75063,0.50645,0.38592,0.20041
0.41657,0.74304,0.5161,0.35917,0.22417
0.37959,0.7422,0.52157,0.33107,0.15393
0.3405,0.73433,0.53591,0.30499,0.21281
0.3027,0.72392,0.56081,0.27889,0.2407
0.26572,0.71071,0.6007,0.25242,0.2314
0.22653,0.70649,0.6286,0.22354,0.18595
0.18913,0.6989,0.65285,0.1972,0.19938
0.15272,0.69497,0.66406,0.17075,0.15909
0.11921,0.68963,0.67579,0.14413,0.20145
0.085213,0.67979,0.69196,0.11673,0.22004
0.057704,0.67304,0.70682,0.083832,0.17562
0.27289,0.59741,0.83992,0.19631,0.086777
0.31389,0.60107,0.82688,0.22626,0.099174
0.34888,0.61259,0.81032,0.25524,0.073347
0.38068,0.62496,0.78217,0.28033,0.067149
0.41369,0.63902,0.74723,0.30972,0.094008
0.44098,0.65786,0.70956,0.33506,0.057851
0.47615,0.67248,0.67605,0.36506,0.063017
0.51488,0.68232,0.6625,0.39966,0.049587
0.53722,0.6885,0.64737,0.42225,0.085744
0.53549,0.6885,0.64763,0.42673,0.081612
0.57561,0.69834,0.63342,0.45689,0.070248
0.59205,0.70846,0.61218,0.47697,0.1095
0.61173,0.70734,0.6067,0.49832,0.11777
0.62383,0.71465,0.59419,0.51352,0.1312
0.64147,0.71718,0.5848,0.53398,0.1312
0.66671,0.72758,0.55951,0.55799,0.12913
0.68102,0.73826,0.54413,0.57512,0.12913
0.68367,0.75232,0.52457,0.58916,0.1095
0.69627,0.763,0.50385,0.60471,0.15083
0.71039,0.76075,0.49759,0.62021,0.07438
0.71032,0.78999,0.47243,0.63155,0.065083
0.70931,0.79618,0.46044,0.64145,0.072314
0.7114,0.79533,0.45561,0.65237,0.084711
0.71521,0.82176,0.41716,0.66066,0.066116
0.71923,0.8316,0.39434,0.67061,0.10744
0.72406,0.82879,0.38157,0.67604,0.11467
0.73317,0.84003,0.3847,0.67643,0.16942
0.74379,0.83216,0.41377,0.67914,0.15393
0.74631,0.83272,0.41963,0.68043,0.14256
0.74437,0.83385,0.41663,0.68059,0.20868
0.73667,0.8361,0.41129,0.67388,0.26343
0.72381,0.84425,0.41533,0.66522,0.21901
0.7229,0.83413,0.43045,0.65913,0.20041
0.7267,0.82345,0.44935,0.65815,0.18285
0.72804,0.81867,0.46031,0.65303,0.19318
0.71607,0.81698,0.46747,0.64184,0.19008
0.7097,0.80461,0.49133,0.62879,0.26653
0.70007,0.80152,0.50932,0.62025,0.21384
0.69253,0.8063,0.50137,0.62237,0.21281
0.65285,0.8108,0.50306,0.58853,0.22004
0.64428,0.81051,0.49707,0.56808,0.19318
0.62845,0.82007,0.48911,0.55684,0.19008
0.60909,0.81895,0.49224,0.52688,0.18388
0.58038,0.82317,0.48911,0.51579,0.17252
0.58198,0.81782,0.50033,0.50891,0.21798
0.57838,0.81895,0.50072,0.50209,0.22211
0.18803,0.80208,0.5118,0.20872,0.17459
0.09543,0.7928,0.53565,0.087785,0.17665
0.069417,0.78493,0.54973,0.061008,0.15599
0.035362,0.77481,0.5569,0.037711,0.21798
0.012286,0.7436,0.57737,0.014081,0.64463
0.099643,0.63565,0.82818,0.061513,0.31405
0.29319,0.6334,0.84995,0.19509,0.12397
0.22028,0.64999,0.82362,0.20391,0.16219
0.20802,0.65083,0.82127,0.18162,0.1219
0.24315,0.66123,0.81111,0.22133,0.14566
0.24219,0.68007,0.76053,0.24461,0.12087
0.17455,0.67782,0.77721,0.18106,0.11364
0.090953,0.67473,0.79598,0.12304,0.085744
0.060214,0.67697,0.79742,0.089389,0.071281
0.050526,0.57211,0.60357,0.04686,0.13636
0.063532,0.57352,0.59966,0.053901,0.1405
0.066731,0.5738,0.59875,0.056789,0.16322
0.10044,0.57633,0.59744,0.081417,0.16116
0.11435,0.57942,0.59562,0.09621,0.16529
0.12557,0.58195,0.59093,0.10314,0.15806
0.15848,0.58448,0.58845,0.12595,0.20248
0.18431,0.5901,0.57932,0.14508,0.17665
0.18983,0.59235,0.57294,0.15834,0.20455
0.17402,0.59404,0.57215,0.14569,0.17459
0.14845,0.59601,0.57424,0.11718,0.13017
0.15258,0.59769,0.57255,0.12124,0.1219
0.16053,0.59882,0.57385,0.12012,0.13946
0.19449,0.60107,0.56877,0.15533,0.17149
0.25941,0.60613,0.56603,0.18537,0.13223
0.26857,0.61203,0.55104,0.22453,0.28512
0.261,0.60725,0.55625,0.18805,0.18905
0.35873,0.61372,0.55377,0.27089,0.19318
0.37858,0.61906,0.54908,0.29359,0.19318
0.28948,0.62525,0.54452,0.24033,0.16632
0.24559,0.6275,0.54204,0.1981,0.13636
0.204,0.62328,0.5466,0.16764,0.19008
0.22499,0.62468,0.54791,0.17751,0.1281
0.2159,0.62806,0.53891,0.17258,0.125
0.22781,0.63031,0.53774,0.17895,0.13533
0.29225,0.62918,0.5234,0.2094,0.20455
0.41893,0.63509,0.52262,0.31971,0.23554
0.2892,0.63677,0.52275,0.24954,0.16529
0.19271,0.63593,0.5247,0.15211,0.1281
0.17617,0.6289,0.52796,0.13765,0.16736
0.15946,0.62159,0.53631,0.12245,0.20041
0.19559,0.6244,0.53018,0.14646,0.17975
0.21363,0.62665,0.5277,0.15848,0.17149
0.53078,0.63452,0.52027,0.37326,0.21901
0.51408,0.64717,0.50737,0.43421,0.21798
0.35515,0.64521,0.50463,0.29547,0.15599
0.41996,0.63677,0.51388,0.31538,0.26343
0.35653,0.6483,0.51062,0.32967,0.15702
0.28554,0.64436,0.50358,0.21232,0.15186
0.24877,0.64211,0.51141,0.20454,0.17149
0.18233,0.63902,0.51675,0.14557,0.18285
0.18766,0.63902,0.52562,0.14789,0.13533
